,ROW_ID,PLANT_ID,FIELD,LOCATION,LAT,LON,ELE,SERIES,YEAR,ROW_NUM,PLANT_NUM,PLANTED,X1,Y1,X2,Y2,X_MID,Y_MID,CROSS,PANEL,TYPE,BLOCK,GENOTYPE,geno_pla,STOCK_FIELD,MUM_STOCK,DAD_STOCK,MUM_GEN,BLOCK_FIELD,lipid_batch_number,DTS,DTA,LPCs,PCs,CE_20_3,DG_34_2,DG_36_2,DG_36_3,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_4_C,PC_36_5_A,PC_36_5_B,PC_37_3,PC_38_2,PC_38_3_K,PC_38_5_A,PC_p_34_2__PC_o_34_3,PC_p_36_3__PC_o_36_4,PC_p_36_4__PC_o_36_5,PE_34_2,SM_d32_1,SM_d36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
368,RS16-3357,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3357,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B114,,,RS14_1779.1,,LANMLR17B114,PV2,BATCH4,55,48,2998982,8748361,10669,121158,NA,1759,55364,87800,15383,97304,1548259,1250236,12397,79967,6715,12112,57854,202870,1576892,1565832,30493,NA,61112,47808,21214,227926,228711,427237,1220273,NA,2941983,NA,NA,11217,3333,12415,NA,NA,NA,105305,12470,NA,2114,NA,18968,NA,NA,NA,NA,152398,60662,NA,NA,NA,NA,NA,102987,83314,176405,375541,277251,NA,69210,24765,85399,139279,351814,1465346,NA
399,RS16-3526,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3526,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B114,,,RS14_1779.1,,LANMLR17B114,PV3,BATCH1,54,47,3434837,4275059,NA,NA,NA,NA,NA,48823,NA,83375,2132109,1170530,NA,34067,50561,15499,23154,203527,1350231,768607,11739,NA,24428,23235,48067,145864,134657,140900,544822,NA,724710,3156,5139,5524,4564,7988,NA,4620,NA,151272,NA,132468,NA,NA,62689,840545,634067,NA,19765,2232668,2155734,193890,NA,19068,8881,415899,1978378,717787,NA,NA,9054,NA,210345,379584,122904,249615,NA,NA,NA
26,RS16-2052,,MT2016,MT,19.2,-99.5,2582,RS,2016,2052,NA,4/5/16,-99.54765714,19.22439179,-99.54762767,19.2243924,-99.5476424,19.22439209,,B73xPT,E,BLOCK1,LANMLR17B115,,IS2015,15H384,PSIB,LANMLR17B115,MT1,BATCH2,131,136,1666035,10426036,NA,6010,NA,NA,3357,138816,20743,52638,1221591,232247,10718,39768,2959,8210,120679,96324,3280772,2110918,27978,NA,57665,74880,6268,109990,200451,160958,1999711,NA,2047122,NA,NA,2450,NA,9896,NA,58319,NA,151020,24194,NA,NA,4951,4563,NA,NA,2503,NA,5496,17961,6545,2221,8394,NA,NA,5277,4945,66325,98294,83084,NA,NA,6078,5430,24358,NA,NA,2564
174,RS16-2547,,MT2016,MT,19.2,-99.5,2582,RS,2016,2547,NA,4/5/16,-99.5471933,19.2246198,-99.54716427,19.22462042,-99.54717879,19.22462011,,B73xPT,E,BLOCK3,LANMLR17B115,,IS2015,15H384,,LANMLR17B115,MT3,BATCH1,127,125,1556490,14995882,NA,NA,NA,NA,NA,59453,NA,37471,1174371,285195,NA,204937,58254,46852,305816,310136,4630940,2592178,7967,NA,85759,60307,55813,261585,312985,199938,2723735,NA,2953167,17824,17457,17938,9859,29494,NA,92941,NA,531501,NA,92652,NA,NA,104260,7283,12755,NA,98007,22328,30761,26691,NA,43508,88377,19864,36059,12784,NA,NA,27126,NA,5415,35759,27555,42826,NA,NA,NA
293,RS16-3116,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3116,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B115,,,15H384,,LANMLR17B115,PV1,BATCH4,51,48,2705922,7673572,23279,152537,NA,3771,80637,63291,10179,161742,1591393,879317,1909,78565,7270,13049,45721,198468,1590886,1157160,32968,NA,55214,40658,12992,131057,364429,121894,1343304,7550,2434920,NA,NA,4283,15010,16265,NA,NA,NA,368890,4725,NA,9313,NA,103602,NA,NA,NA,NA,12621,28065,NA,NA,NA,NA,NA,11538,52181,469938,436099,134765,NA,2121,15828,152892,417252,1413871,1059273,NA
310,RS16-3292,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3292,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B115,,,15H384,,LANMLR17B115,PV2,BATCH4,54,51,1796723,9539596,22090,88863,NA,8545,70360,45874,2076,34144,1181070,533559,14566,74172,8545,21805,93051,388025,1540450,1534668,41113,NA,80305,44143,29709,384535,509274,440026,1467624,19185,2804329,NA,NA,13155,16179,14737,NA,NA,NA,484000,12335,NA,11133,NA,137462,NA,NA,NA,NA,34953,24756,NA,NA,NA,NA,NA,37889,26093,261364,423465,205773,NA,6376,18906,79235,129256,656219,1393444,NA
52,RS16-2080,,MT2016,MT,19.2,-99.5,2582,RS,2016,2080,NA,4/5/16,-99.5476577,19.22458271,-99.54762861,19.22458332,-99.54764315,19.22458302,,B73xPT,E,BLOCK1,LANMLR17B116,,PV2015,RS15_602.4,PSIB,LANMLR17B116,MT1,BATCH1,113,111,3961860,13561443,NA,NA,NA,NA,NA,152367,NA,45744,2841606,922143,NA,25367,12086,16503,30048,172564,4563947,1960185,31132,NA,57435,33061,10873,283660,322445,195498,2726885,NA,3042114,8920,16664,18241,8713,14953,NA,10149,NA,411853,NA,2623,NA,NA,9000,9585,7220,NA,5138,11068,29689,16368,NA,8135,9321,4632,16686,23904,NA,NA,8182,NA,4278,10568,31479,73140,NA,NA,NA
264,RS16-3084,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3084,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B116,,,RS15_602.4,,LANMLR17B116,PV1,BATCH4,52,45,992795,9200407,21449,118410,NA,7144,98278,35661,2534,13612,719474,221514,6295,74775,14641,31998,64500,443268,1408335,1390006,58547,NA,93297,44481,27841,513450,670540,344180,1406832,17734,2497584,NA,NA,12854,50260,28989,NA,NA,NA,695203,2323,NA,7482,NA,81921,NA,NA,NA,NA,186501,113527,NA,NA,NA,NA,NA,181744,277562,302642,206488,69311,NA,46289,113338,345419,317976,1017208,1034129,NA
350,RS16-3337,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3337,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B116,,,RS15_602.4,,LANMLR17B116,PV2,BATCH4,56,NA,1769130,8063254,36439,143123,NA,8902,79380,61309,14029,20341,1093834,579617,7761,51774,3874,9359,57178,100112,1592733,1468472,30127,NA,41759,18817,14444,241704,162186,364627,1118337,NA,2748923,NA,NA,11011,3508,16548,NA,NA,NA,430421,14056,NA,13883,NA,32353,NA,NA,NA,NA,20981,39152,NA,NA,NA,NA,NA,27008,35442,435213,748298,369310,NA,12972,10371,127605,196202,948294,1815702,NA
425,RS16-3559,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3559,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B116,,,RS15_602.4,,LANMLR17B116,PV3,BATCH4,57,46,995606,9405243,38099,109123,NA,9120,74506,32611,7351,4757,573064,377823,3281,57206,7964,16339,106559,201569,1414023,1413358,46657,NA,84670,77904,24384,701421,291085,927483,1327246,NA,2648668,NA,NA,21544,12848,21034,NA,NA,NA,665620,8924,NA,16550,NA,90034,NA,NA,NA,NA,7450,35287,NA,NA,NA,NA,NA,16665,23937,320339,699914,444699,NA,5351,3729,119802,192028,556808,1594888,NA
10,RS16-2034,,MT2016,MT,19.2,-99.5,2582,RS,2016,2034,NA,4/5/16,-99.5477,19.224425,-99.5476706,19.22442561,-99.5476853,19.2244253,,B73xPT,E,BLOCK1,LANMLR17B118,,IS2015,15H386,PSIB,LANMLR17B118,MT1,BATCH2,139,140,4046007,8177083,NA,5499,NA,NA,2564,70874,9798,65867,2935920,963548,4977,14158,5572,11560,61091,69707,2484716,1651493,23083,NA,32847,45112,2782,66496,177277,138445,1500498,NA,1847393,NA,NA,2036,NA,14251,NA,23589,NA,159051,16155,NA,NA,1645,2900,NA,NA,754,NA,1534,12685,5207,2325,1754,NA,NA,2709,3778,46930,109719,104477,NA,NA,1762,2203,8403,NA,NA,1341
267,RS16-3088,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3088,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B118,,,15H386,,LANMLR17B118,PV1,BATCH4,56,52,1462349,9160574,13249,96666,NA,7090,77800,46559,8621,26886,968933,411350,12125,47123,11250,31414,105538,549963,1293949,1288883,34195,NA,82378,47001,55663,752171,703006,605040,1282926,21070,2175569,NA,NA,21741,23697,15872,NA,NA,NA,434350,4488,NA,5892,NA,65658,NA,NA,NA,NA,8197,27899,NA,NA,NA,NA,NA,15764,48253,485826,560039,220642,NA,4867,14856,166250,253824,1012402,1315672,NA
312,RS16-3295,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3295,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B118,,,15H386,,LANMLR17B118,PV2,BATCH4,51,51,2471771,7099000,16716,120148,NA,2771,81736,51177,13042,95155,1479354,833043,2241,43141,1683,9890,50842,222729,1536606,1299086,21113,NA,53536,17609,26318,232579,304056,295060,997910,NA,1952223,NA,NA,12484,8458,11436,NA,NA,NA,291845,12224,NA,12356,NA,156513,NA,NA,NA,NA,14169,41730,NA,NA,NA,NA,NA,18160,52185,540303,766476,332847,NA,7264,18328,190125,285258,1135840,1699017,NA
53,RS16-2081,,MT2016,MT,19.2,-99.5,2582,RS,2016,2081,NA,4/5/16,-99.54765772,19.22458953,-99.54762864,19.22459014,-99.54764318,19.22458983,,B73xPT,E,BLOCK1,LANMLR17B119,,IS2015,15H387,PSIB,LANMLR17B119,MT1,BATCH1,128,130,3547112,14025251,NA,NA,NA,NA,NA,76212,NA,120390,2691292,659218,NA,19420,14090,20130,28333,348157,4650420,2409921,36418,NA,52739,49974,15820,216416,519738,198094,2386930,NA,2977862,10954,23106,11324,2672,13672,NA,19061,NA,139083,3527,10646,NA,NA,10624,4860,4527,NA,13806,68376,45407,10248,NA,11138,4931,25681,48738,24216,NA,NA,6030,NA,14591,37350,101480,NA,NA,NA,NA
204,RS16-2592,,MT2016,MT,19.2,-99.5,2582,RS,2016,2592,NA,4/5/16,-99.54714278,19.22440236,-99.54711331,19.22440297,-99.54712805,19.22440267,,B73xPT,E,BLOCK3,LANMLR17B119,,IS2015,15H387,,LANMLR17B119,MT3,BATCH2,132,132,1338498,10010655,NA,25310,NA,NA,21415,73167,11305,125601,1033331,95094,5454,37905,4009,16394,32545,201380,3803079,1468191,18168,NA,55682,37040,15128,125265,400843,111006,2168285,NA,1479056,NA,NA,3118,NA,3015,NA,25092,NA,130782,4106,NA,NA,3793,9163,NA,NA,3401,NA,30067,83306,33024,9720,14906,NA,NA,39395,76975,214410,355264,139175,NA,NA,16742,44319,113729,NA,NA,3100
268,RS16-3089,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3089,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B119,,,15H387,,LANMLR17B119,PV1,BATCH4,50,48,344855,11026055,13447,124995,NA,10858,104712,44353,1893,16946,245308,36355,12969,34090,12648,17967,49283,403559,2508321,1681416,26747,NA,47426,21438,33522,248715,576015,222138,1936999,18033,3130257,NA,NA,4759,20173,19580,NA,NA,NA,277921,3798,NA,3457,NA,24847,NA,NA,NA,NA,12916,26508,NA,NA,NA,NA,NA,19634,51752,313055,346957,157401,NA,3927,15348,103474,222024,879722,1109680,NA
375,RS16-3365,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3365,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B119,,,15H387,,LANMLR17B119,PV2,BATCH4,54,50,3052344,8266979,7465,89293,NA,1786,53744,68711,12830,129420,1432868,1408515,3721,37854,6314,14011,48082,307955,1435705,1406058,30370,NA,56756,36764,21588,209844,408903,322079,1229660,NA,2659769,NA,NA,10736,10362,10448,NA,NA,NA,166482,13095,NA,1650,NA,15192,NA,NA,NA,NA,6902,25376,NA,NA,NA,NA,NA,11157,40758,376332,562041,273090,NA,2685,4552,78694,154031,727763,1488926,NA
443,RS16-3584,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3584,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B119,,,15H387,,LANMLR17B119,PV3,BATCH4,52,48,2009975,9261695,6393,110749,NA,8375,78517,47751,7768,43681,1179342,731433,6485,36425,9127,17571,79502,388266,1516177,1515346,32575,NA,64467,51550,28576,334366,433324,588314,1348331,18556,2756109,NA,NA,11297,12740,12591,NA,NA,NA,288780,12497,NA,14937,NA,55257,NA,NA,NA,NA,9700,35748,NA,NA,NA,NA,NA,16741,32824,307617,588677,386477,NA,6299,5146,75547,126726,462550,1503678,NA
29,RS16-2055,,MT2016,MT,19.2,-99.5,2582,RS,2016,2055,NA,4/5/16,-99.5476572,19.22441225,-99.54762777,19.22441285,-99.54764248,19.22441255,,B73xPT,E,BLOCK1,LANMLR17B120,,IS2015,15H388,PSIB,LANMLR17B120,MT1,BATCH2,128,126,4208648,5684721,NA,32205,NA,NA,14913,131092,15166,67879,3174957,819554,5835,24351,5957,4087,85000,38834,1820333,1416694,20509,NA,35251,74503,3092,48822,37802,86580,794782,NA,1116691,NA,NA,9168,NA,5423,NA,51007,NA,57018,20936,NA,NA,13199,13751,NA,NA,5356,NA,14701,110173,114012,12169,31381,NA,NA,31457,36765,405139,968274,739085,NA,NA,14342,35336,93037,NA,NA,5965
136,RS16-2371,,MT2016,MT,19.2,-99.5,2582,RS,2016,2371,NA,4/5/16,-99.54736156,19.22458895,-99.54733248,19.22458956,-99.54734702,19.22458925,,B73xPT,E,BLOCK2,LANMLR17B120,,IS2015,15H388,PSIB,LANMLR17B120,MT2,BATCH2,125,123,701004,10023958,NA,14082,NA,NA,4729,122199,24220,28356,404962,121267,3041,29458,9823,6301,NA,68365,2984359,3393505,27763,NA,48719,106059,5230,92243,74750,180088,1237129,NA,1717438,NA,NA,6364,NA,7957,NA,25366,NA,58427,42697,NA,NA,3089,26154,NA,NA,7869,NA,23878,78559,95595,3117,7037,NA,NA,33606,34899,199357,477698,525362,NA,NA,23850,26031,60317,NA,NA,4932
190,RS16-2567,,MT2016,MT,19.2,-99.5,2582,RS,2016,2567,NA,4/5/16,-99.54718852,19.22448335,-99.54715921,19.22448396,-99.54717386,19.22448366,,B73xPT,E,BLOCK3,LANMLR17B120,,IS2015,15H388,,LANMLR17B120,MT3,BATCH1,132,128,5238017,11780141,NA,NA,NA,NA,NA,101621,NA,59227,3644763,1432406,NA,40874,23479,10458,144250,148075,4213380,2348654,21950,NA,57688,48244,13159,285745,140752,228647,1767850,NA,2156611,28067,15451,19425,10253,18760,NA,38369,NA,271480,NA,8131,NA,NA,7953,10867,4138,NA,13985,131887,81924,54820,NA,12532,6905,47444,61663,42515,NA,NA,11937,NA,18970,109464,136732,NA,NA,NA,NA
263,RS16-3083,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3083,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B120,,,15H388,,LANMLR17B120,PV1,BATCH4,52,49,1147715,10921288,13399,170108,NA,6429,132314,83103,3583,34187,828835,198007,18381,70311,19437,34623,87803,538318,1716140,1712455,39735,NA,108681,48689,30731,565223,565158,389888,1687361,20506,3206225,NA,NA,15128,31679,14816,NA,NA,NA,311022,3427,NA,2646,NA,30267,NA,NA,NA,NA,10158,29498,NA,NA,NA,NA,NA,18307,28435,330979,383090,149258,NA,6123,13817,79492,111365,609828,934070,NA
373,RS16-3363,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3363,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B120,,,15H388,,LANMLR17B120,PV2,BATCH4,54,48,3584868,7743054,15326,98337,NA,2569,40646,60992,12013,56016,1843798,1612049,8521,71768,2094,8785,54205,85708,1865256,1757093,21055,NA,54724,36680,9391,125206,111487,272217,810713,NA,2424098,NA,NA,9727,3576,10750,NA,NA,NA,172109,18392,NA,8763,NA,24640,NA,NA,NA,NA,6694,25278,NA,NA,NA,NA,NA,11264,19111,251166,520800,377495,NA,2990,6244,60894,95896,422918,1772619,NA
76,RS16-2104,,MT2016,MT,19.2,-99.5,2582,RS,2016,2104,NA,4/5/16,-99.54761527,19.22456314,-99.54758615,19.22456376,-99.54760071,19.22456345,,B73xPT,E,BLOCK1,LANMLR17B121,,PV2015,RS15_606.5,PSIB,LANMLR17B121,MT1,BATCH2,129,127,4507495,7374734,NA,11695,NA,NA,7108,51011,7574,70226,3142690,1235994,1750,8510,2168,13091,20451,69832,2550646,1274466,15639,NA,32870,20112,5982,84720,158653,106685,1397983,NA,1583900,NA,NA,7086,NA,7699,NA,12491,NA,105054,4960,NA,NA,13833,6284,NA,NA,11986,NA,6010,23119,21067,9290,33599,NA,NA,10534,15324,156155,256301,158713,NA,NA,5753,18062,46313,NA,NA,961
131,RS16-2365,,MT2016,MT,19.2,-99.5,2582,RS,2016,2365,NA,4/5/16,-99.54736252,19.22462987,-99.54733352,19.22463049,-99.54734802,19.22463018,,B73xPT,E,BLOCK2,LANMLR17B121,,PV2015,RS15_606.5,PSIB,LANMLR17B121,MT2,BATCH1,134,135,3259580,13980890,NA,NA,NA,NA,NA,162139,NA,155648,2526409,415384,NA,24765,3759,20388,NA,195505,5100828,2668276,37747,NA,73238,105379,18140,310168,265541,218680,2365795,NA,2428270,14538,31595,20140,2813,25722,NA,49603,NA,92313,NA,12840,NA,NA,25514,21434,21529,NA,13989,24002,74996,72891,NA,83157,23700,10192,33950,53902,NA,NA,41921,NA,10663,26865,53555,126411,NA,NA,NA
163,RS16-2536,,MT2016,MT,19.2,-99.5,2582,RS,2016,2536,NA,4/5/16,-99.54723596,19.22463255,-99.54720696,19.22463317,-99.54722146,19.22463286,,B73xPT,E,BLOCK3,LANMLR17B121,,PV2015,RS15_606.5,,LANMLR17B121,MT3,BATCH1,134,135,2158894,15230229,NA,NA,NA,NA,NA,55270,NA,48882,1614260,440482,NA,33853,16880,39181,78273,448726,4728105,2164207,25216,NA,83808,35717,29511,524220,632142,322931,2809003,NA,3177669,17138,16126,18652,7090,10636,NA,11145,NA,528549,NA,2970,NA,NA,4581,4137,5461,NA,1556,6280,22668,23349,NA,48625,5285,2243,15912,27039,NA,NA,10111,NA,3364,16407,31574,96830,NA,NA,NA
222,RS16-3028,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3028,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B121,,,RS15_606..5,,LANMLR17B121,PV1,BATCH4,55,52,1879408,9313521,32024,136496,NA,11263,80980,48019,3763,30073,1210651,586902,4845,36935,9018,21859,75015,365617,1538193,1526494,37321,NA,70119,41308,33598,562106,456862,475202,1485690,15273,2504310,NA,NA,13488,21664,18604,NA,NA,NA,302067,7743,NA,16440,NA,171193,NA,NA,NA,NA,10973,38104,NA,NA,NA,NA,NA,16998,29238,360176,537908,241313,NA,1879,11279,89606,154361,684662,1255739,NA
309,RS16-3291,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3291,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B121,,,RS15_606..5,,LANMLR17B121,PV2,BATCH4,56,54,1671617,10800967,25548,123226,NA,9755,61408,51935,4942,46295,1119403,449042,26946,41759,9861,29024,92518,481061,1654060,1652024,38823,NA,80378,44475,39906,655107,556600,511849,1615945,18238,3191694,NA,NA,16927,27496,16276,NA,NA,NA,98835,8286,NA,15765,NA,179790,NA,NA,NA,NA,9723,32772,NA,NA,NA,NA,NA,7774,28295,272720,379971,182907,NA,2040,9735,77473,119946,478081,888446,NA
16,RS16-2040,,MT2016,MT,19.2,-99.5,2582,RS,2016,2040,NA,4/5/16,-99.5477,19.22438409,-99.54767052,19.2243847,-99.54768526,19.22438439,,B73xPT,E,BLOCK1,LANMLR17B122,PT,IS2015,15H390,PSIB,LANMLR17B122,MT1,BATCH2,128,132,74637,12366319,NA,1372,NA,NA,2709,26039,3063,1970,33333,10232,2730,19912,2626,6035,78778,62536,3162984,3114181,22683,NA,24168,4312,5084,85323,123869,155417,2468560,NA,3014815,NA,NA,3513,NA,5065,NA,3728,NA,163847,14493,NA,NA,1203,2425,NA,NA,1333,NA,3719,4104,3425,1307,1506,NA,NA,3046,3409,16717,30626,29993,NA,NA,2873,1728,4860,NA,NA,1120
273,RS16-3094,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3094,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B122,PT,,15H390,,LANMLR17B122,PV1,BATCH4,55,50,167442,11208006,8067,128324,NA,4611,152863,90001,4228,2770,59243,11200,11981,106182,22806,46390,97235,712803,1460923,1459582,54954,NA,151274,72430,49223,1069690,768956,585328,1459554,22037,2942222,NA,NA,19982,64815,29639,NA,NA,NA,680715,1844,NA,8395,NA,101895,NA,NA,NA,NA,6792,27937,NA,NA,NA,NA,NA,17127,42887,304193,295878,93190,NA,3107,19602,127097,252285,902242,911589,NA
339,RS16-3325,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3325,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B122,PT,,15H390,,LANMLR17B122,PV2,BATCH4,55,53,246431,10405280,11295,105914,NA,4588,95452,117642,5829,3844,80606,38510,21968,70858,14260,31320,75640,572348,1616015,1616099,65309,NA,69316,74185,36307,727648,420356,688367,1529902,23436,2683206,NA,NA,13127,29603,26010,NA,NA,NA,462222,9763,NA,11411,NA,130190,NA,NA,NA,NA,23517,53992,NA,NA,NA,NA,NA,26516,41828,422749,673501,336551,NA,11390,11612,103821,158322,634038,1505458,NA
54,RS16-2082,,MT2016,MT,19.2,-99.5,2582,RS,2016,2082,NA,4/5/16,-99.54765774,19.22459635,-99.54762868,19.22459696,-99.54764321,19.22459665,,B73xPT,E,BLOCK1,LANMLR17B123,,IS2015,15H391,PSIB,LANMLR17B123,MT1,BATCH1,128,130,5073798,12421244,NA,NA,NA,NA,NA,75432,NA,72173,3487564,1438629,NA,16968,19541,23633,15704,234951,4175859,1920884,22533,NA,36894,28183,11199,235911,389292,177419,2217645,NA,2764848,24671,65341,12283,6172,9407,NA,11906,NA,342869,2640,5194,NA,NA,6426,5358,3303,NA,7279,39623,27652,23340,NA,5662,1716,15410,42152,10927,NA,NA,4171,NA,9884,47931,136470,NA,NA,NA,NA
184,RS16-2559,,MT2016,MT,19.2,-99.5,2582,RS,2016,2559,NA,4/5/16,-99.54719043,19.22453793,-99.54716124,19.22453854,-99.54717583,19.22453824,,B73xPT,E,BLOCK3,LANMLR17B123,,IS2015,15H391,,LANMLR17B123,MT3,BATCH1,127,125,3505634,13341425,NA,NA,NA,NA,NA,99686,NA,90663,2807184,508101,NA,27388,20627,27330,154669,416601,4804600,1449642,22866,NA,72812,35565,19990,361783,465551,148732,2815099,NA,2374340,16116,61703,14979,1856,12164,NA,17012,NA,455331,NA,5770,NA,NA,4871,7047,1097,NA,11468,65682,30295,42556,NA,6453,4742,34835,106269,13837,NA,NA,8165,NA,29484,122026,419216,NA,NA,NA,NA
265,RS16-3085,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3085,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B123,,,15H391,,LANMLR17B123,PV1,BATCH4,55,54,1089644,10792494,14679,146766,NA,7464,159652,82086,7356,21124,816787,162291,11941,69780,22663,52370,86379,716121,1503201,1500610,60311,NA,126291,49256,50639,963952,885076,521800,1502964,26121,2530145,NA,NA,18118,69658,25098,NA,NA,NA,535364,2452,NA,1755,NA,21249,NA,NA,NA,NA,9329,21480,NA,NA,NA,NA,NA,16064,38557,269667,240662,74328,NA,2835,12729,107398,226103,869182,717570,NA
326,RS16-3310,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3310,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B123,,,15H391,,LANMLR17B123,PV2,BATCH4,56,52,3974364,7852177,3392,104910,NA,4001,65823,66731,11251,60486,2551328,1284568,10779,38110,2006,9383,27152,106154,NA,2160751,25932,NA,39180,31090,6780,151038,160674,213191,1384344,NA,3465500,NA,NA,8045,7166,4902,NA,NA,NA,220618,16850,NA,2704,NA,1680,NA,NA,NA,NA,51423,32100,NA,NA,NA,NA,NA,124349,208349,284364,381897,168685,NA,11903,74519,196304,160784,359118,1013458,NA
80,RS16-2108,,MT2016,MT,19.2,-99.5,2582,RS,2016,2108,NA,4/5/16,-99.54761511,19.22453587,-99.54758593,19.22453648,-99.54760052,19.22453617,,B73xPT,E,BLOCK1,LANMLR17B125,,IS2015,15H392,PSIB,LANMLR17B125,MT1,BATCH1,145,NA,4084000,13385873,NA,NA,NA,NA,NA,146128,NA,71972,3080890,785010,NA,52705,13594,27786,23010,268036,4978405,2259700,26156,NA,68678,48003,15156,266432,340908,189876,2197725,NA,2508464,21187,28030,14871,7771,11127,NA,18253,NA,404071,7654,6763,NA,NA,5401,4328,4208,NA,14741,47689,20956,7452,NA,8164,1704,25624,53768,13419,NA,NA,5178,NA,12680,33014,82640,NA,NA,NA,NA
142,RS16-2377,,MT2016,MT,19.2,-99.5,2582,RS,2016,2377,NA,4/5/16,-99.54736061,19.22454802,-99.54733144,19.22454863,-99.54734602,19.22454833,,B73xPT,E,BLOCK2,LANMLR17B125,,IS2015,15H392,PSIB,LANMLR17B125,MT2,BATCH1,141,NA,993576,16146638,NA,NA,NA,NA,NA,276974,NA,46208,528624,141770,NA,70242,17712,11630,NA,214131,5770776,3861549,30534,NA,113094,189308,19116,244731,267198,239617,2252285,NA,2574995,43959,66532,22549,14173,27121,NA,95386,NA,349669,13900,18412,NA,NA,6314,7095,6720,NA,18143,61036,46432,3271,NA,28085,5150,32996,44101,8380,NA,NA,3950,NA,25112,28476,60328,NA,NA,NA,NA
